last_name,__last_seen,third_name,updated_at,father_name,id,first_name,title,source,program,type,function,listed_at,name,url,gender,summary,second_name,__first_seen
,05:11.9,DELLOSA,6/3/09,,un-sc-sanctions.2813036,REDENDO,,un-sc-sanctions,Al-Qaida (QDi.246),individual,,6/4/08,REDENDO CAIN DELLOSA,,,"Member of the Rajah Solaiman Movement (QDe.128) and linked to the Abu
            Sayyaf Group (QDe.001). Father's name is Fernando Rafael Dellosa. Mother's name is
            Editha Parado Cain. In detention in the Philippines as of Jan. 2010. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 13 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1320220",CAIN,33:08.7
,05:12.8,,11/26/04,,un-sc-sanctions.111951,MOUNIR,,un-sc-sanctions,Al-Qaida (QDi.082),individual,,9/30/02,منير المتصدق,,,"Arrested on 28 Nov. 2001 and found guilty in Germany of being an
            accessory to murder and of membership in a terrorist organization and sentenced to 15
            years of imprisonment on 8 Jan. 2007. Father's name is Brahim Brik. Mother's name is
            Habiba Abbes. Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 20 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1423936",EL MOTASSADEQ,33:09.7
,05:13.1,,12/17/14,,un-sc-sanctions.110433,MOHAMMAD,Dr.,un-sc-sanctions,Iran (IRi.014),individual,"Head of Iran's Defence Industries Training and Research
            Institute.",3/3/08,MOHAMMAD ESLAMI,,,"Served as Deputy Defence Minister from 2012 to 2013. [Old Reference #
            I.03.I.6]",ESLAMI,33:09.7
,05:14.0,HABIBULLAH,9/3/03,,un-sc-sanctions.110943,RUSTUM,Maulavi,un-sc-sanctions,Taliban (TAi.069),individual,Deputy Minister of Public Works under the Taliban regime,1/25/01,رستم حنفی حبیب الله,,,"Taliban member responsible for Nuristan Province, Afghanistan, as of May
            2007. Belongs to Nuristani tribe. Reportedly deceased in early 2012. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427427",HANAFI,33:11.6
,05:14.3,,9/3/03,,un-sc-sanctions.110580,SAYYED MOHAMMED,Mullah,un-sc-sanctions,Taliban (TAi.006),individual,Director of Administrative Affairs under the Taliban regime,1/31/01,سيد محمد حقانی,,,"Graduate of the Haqqaniya madrasa in Akora Khattak, Pakistan. Believed to
            have had close relations with Taliban Leader Mullah Mohammed Omar (TAi.004). Believed to
            be in Afghanistan/Pakistan border area. Member of Taliban Supreme Council as at June
            2010. Belongs to Barakzai tribe. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 27 Jul. 2010. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice.  Reportedly deceased as of January 2016. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1493918",HAQQANI,33:11.9
,05:23.7,,12/10/08,,un-sc-sanctions.113227,AL-AKHTAR TRUST INTERNATIONAL,,un-sc-sanctions,Al-Qaida (QDe.121),entity,,8/17/05,AL-AKHTAR TRUST INTERNATIONAL,,,"Regional offices in Pakistan: Bahawalpur, Bawalnagar, Gilgit, Islamabad,
            Mirpur Khas, Tando-Jan-Muhammad. Akhtarabad Medical Camp is in Spin Boldak, Afghanistan.
            Registered by members of Jaish-i-Mohammed (QDe.019). Associated with Harakat
            ul-Mujahidin/ HUM (QDe.008), Lashkar I Jhanghvi (LJ) (QDe.096) and Lashkar-e-Tayyiba
            (QDe.118). Banned in Pakistan. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 14 Sep. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/une/5235573",,33:56.0
,05:07.0,SALIH,,,un-sc-sanctions.6908533,HASAN,,un-sc-sanctions,Al-Qaida (QDi.385),individual,,2/29/16,HASAN AL-SALAHAYN SALIH,,,"Facilitator for Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (QDe.115).  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5930734",AL-SALAHAYN,33:01.9
,05:07.9,HASSAN,,,un-sc-sanctions.6908083,SAB'AWI,,un-sc-sanctions,Iraq (IQi.036),individual,,6/27/03,سبعاوي إبراهيم حسن التكريتي,,,,IBRAHIM,33:02.5
,05:12.0,ABDULLAH,11/26/04,,un-sc-sanctions.111943,RAMZI,,un-sc-sanctions,Al-Qaida (QDi.081),individual,,9/30/02,رمزي محمد عبد الله بن الشيبة,,,"Arrested in Karachi, Pakistan, 30 Sep. 2002. In custody of the United
            States of America, as of May 2010. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 25 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4518125",MOHAMED,33:07.1
,05:12.8,CHAUDHRY,,,un-sc-sanctions.2999482,AAMIR,,un-sc-sanctions,Al-Qaida (QDi.312),individual,,10/18/12,عامر علی چوہدری,,,"Electronics and explosives expert for Tehrik-e Taliban Pakistan (TTP)
            (QDe.132). Involved in attack planning for TTP. Provided financial and logistical
            support for TTP and participated in TTP-sponsored militant training. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5741575",ALI,33:08.3
,05:13.2,CRAWFORD,,,un-sc-sanctions.6908611,SHANE,,un-sc-sanctions,Al-Qaida (QDi.410),individual,,8/18/17,SHANE DOMINIC CRAWFORD,,,"English language propagandist for Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (AQI) (QDe.115). Wanted in Trinidad and Tobago for possession of ammunition and firearms and receiving stolen goods. Physical description: eye colour: brown; hair colour: dark; complexion: light brown; build: medium; height: 174cm; weight: 64kg; speaks English, Arabic.  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/6123498",DOMINIC,33:08.9
,05:13.7,ABOU EL YAZID,9/9/05,,un-sc-sanctions.112040,RADI,,un-sc-sanctions,Al-Qaida (QDi.142),individual,,11/12/03,راضي عبد السميع أبواليزيد العياشي,,,"Sentenced to ten years of imprisonment by the Court of first instance of
            Milan on 21 Sep. 2006. In custody in Italy. Due for release on 6 Jan. 2012. Subject to
            expulsion from Italy after serving the sentence. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 21 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418994",ABD EL SAMIE,33:09.5
,05:14.6,BEN YOUSSEF,12/20/05,,un-sc-sanctions.112033,ADEL,,un-sc-sanctions,Al-Qaida (QDi.068),individual,,9/3/02,عادل بن الأزهر بن يوسف حمدي,,,"Deported from Italy to Tunisia on 28 February 2004. Serving a 12-year
            prison sentence in Tunisia for membership in a terrorist organization abroad as at Jan.
            2010. Arrested in Tunisia in 2013. Legally changed family name from Ben Soltane to Hamdi
            in 2014. Review pursuant to Security Council resolution 1822 (2008) was concluded on 21
            Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418993",BEN AL-AZHAR,33:11.0
,05:15.1,,9/3/03,,un-sc-sanctions.111092,HIDAYATULLAH,,un-sc-sanctions,Taliban (TAi.014),individual,"Deputy Minister of Civil Aviation and Tourism under the Taliban
                regime",3/8/01,هدايت الله,,,"Believed to be in Afghanistan/Pakistan border area. Belongs to Ghilzai
            tribe. Review pursuant to Security Council resolution 1822 (2008) was concluded on 29
            Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1529230",,33:13.4
,05:15.2,MOSTAFA,11/26/04,,un-sc-sanctions.112166,MOSTAFA,,un-sc-sanctions,Al-Qaida (QDi.067),individual,,4/24/02,مصطفى كمال مصطفى ابراهيم,,,"Extradited from the United Kingdom to the United States of America on 5
            Oct. 2012. Convicted on terrorism charges by a court in the United States of America in
            May 2014. Review pursuant to Security Council resolution 1822 (2008) was concluded on 22
            Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1419422",KAMEL,33:17.3
,05:16.5,,,,un-sc-sanctions.2982423,MEVLÜT,,un-sc-sanctions,Al-Qaida (QDi.302),individual,,1/25/12,MEVLÜT KAR,,,"Associated with Islamic Jihad Group (QDe.119). Arrest warrant issued by
            the investigating judge of the German Federal Court of Justice on 17 Aug.
            2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4551592",KAR,33:14.5
,05:17.0,,3/2/16,,un-sc-sanctions.690744,RA,,un-sc-sanctions,DPRK (KPi.008),individual,Tanchon Commercial Bank (TCB) official,1/22/13,RA KY'ONG-SU,,,"Ra Ky'ong-Su is a Tanchon Commercial Bank (TCB) official. In this
            capacity he has facilitated transactions for TCB. Tanchon was designated by the
            Committee in April 2009 as the main DPRK financial entity responsible for sales of
            conventional arms, ballistic missiles, and goods related to the assembly and manufacture
            of such weapons.",KY'ONG-SU,33:15.6
,05:18.0,YOL,,,un-sc-sanctions.6908460,MARIAL,,un-sc-sanctions,SouthSudan (SSi.005),individual,Sudan People’s Liberation Army Major General,2015-07-01-04:00,MARIAL CHANUONG YOL,,,"His Presidential Guard led the slaughter of Nuer civilians in and around
            Juba, many who were buried in mass graves. One such grave was purported to contain
            200-300 civilians. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/72684667",CHANUONG,33:18.3
,05:07.9,AL-UBAIDI,,,un-sc-sanctions.6908091,YAHIA,,un-sc-sanctions,Iraq (IQi.044),individual,,6/27/03,يحيى عبد الله العبيدي,,,,ABDALLAH,33:04.7
,05:08.2,HABBUSH,,,un-sc-sanctions.6908063,TAHIR,,un-sc-sanctions,Iraq (IQi.016),individual,,6/27/03,طاهر جليل حبوش التكريتي,,,,JALIL,33:02.5
,05:12.2,DIBRI,,,un-sc-sanctions.690731,ABDULQADER,,un-sc-sanctions,Libya (LYi.002),individual,Head of Muammar Qadhafi's personal security,2/26/11,ABDULQADER YUSEF DIBRI,,,"Listed pursuant to paragraph 15 of resolution 1970 (Travel
            Ban). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525715",YUSEF,33:08.8
,05:12.4,,9/3/03,,un-sc-sanctions.111143,DOST MOHAMMAD,Mullah,un-sc-sanctions,Taliban (TAi.092),individual,Governor of Ghazni Province under the Taliban regime,1/25/01,دوست محمد,,,"Associated with Mullah Jalil Haqqani (TAi.034). Believed to be in
            Afghanistan/Pakistan border area. Belongs to Popalzai tribe. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4662447",,33:09.6
,05:12.6,,11/26/04,,un-sc-sanctions.112039,AGUS,,un-sc-sanctions,Al-Qaida (QDi.111),individual,,9/9/03,AGUS DWIKARNA,,,"Arrested 13 Mar. 2002, sentenced 12 July 2002 in the Philippines.
            Released from custody in the Philippines on 1 Jan. 2014 and subsequently deported to
            Indonesia. Physical description: height 165 cm. Photo available for inclusion in the
            INTERPOL-UN Security Council Special Notice. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 25 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5950648",DWIKARNA,33:11.3
,05:13.0,BEN SALEH,4/10/03,,un-sc-sanctions.111806,SAMI,,un-sc-sanctions,Al-Qaida (QDi.064),individual,,4/24/02,سامي بن خميس بن صالح الصيد,,,"Mother’s name is Beya Al-Saidani. Deported from Italy to Tunisia on 2
            Jun. 2008. Imprisoned in Tunisia in Aug. 2014. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 22 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1419392",BEN KHAMIS,33:09.6
,05:14.1,GUCHAEV,,,un-sc-sanctions.6908492,ZAURBEK,,un-sc-sanctions,Al-Qaida (QDi.367),individual,,10/2/15,Заурбек Салимович Гучаев,,,"As at Aug. 2015, one of the leaders of the Army of Emigrants and Supporters (QDe.148). Wanted by the authorities of the Russian Federation for terrorist crimes committed in its territory. Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5899831",SALIMOVICH,33:10.4
,05:15.0,,7/29/11,,un-sc-sanctions.2914108,NASIRUDDIN,,un-sc-sanctions,Taliban (TAi.146),individual,,7/20/10,نصیر الدین حقانی,,,"A leader of the Haqqani Network (TAe.012), which operates out of North
            Waziristan in the Federally Administered Tribal Areas of Pakistan. Son of Jalaluddin
            Haqqani (TAi.040). Has travelled to Saudi Arabia and the United Arab Emirates to raise
            funds for the Taliban. Reportedly deceased as of 2013. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1621257",HAQQANI,33:11.2
,05:15.3,IBRAHIM,,,un-sc-sanctions.6908131,BASHAR,,un-sc-sanctions,Iraq (IQi.085),individual,,7/27/05,بشار سبعاوي إبراهيم حسن التكريتي,,,,SABAWI,33:11.3
,05:15.6,IBRAHIM,,,un-sc-sanctions.6908109,MOHAMMAD,,un-sc-sanctions,Iraq (IQi.062),individual,,4/7/04,محمد برزان إبراهيم حسن التكريتي,,,,BARZAN,33:11.5
,05:16.7,YUNIS,4/2/12,,un-sc-sanctions.690748,ABU,Major General,un-sc-sanctions,Libya (LYi.007),individual,"Defence
            Minister.",2/26/11,ABU BAKR YUNIS,,,"Listed pursuant to paragraph 15 of resolution 1970 (Travel Ban). Listed
            on 17 March 2011 pursuant to paragraph 17 of resolution 1970 (Asset Freeze). Believed
            status/location: deceased. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525775",BAKR,33:15.5
,05:16.8,BEN MOHAMED,11/26/04,,un-sc-sanctions.112100,KHALIL,,un-sc-sanctions,Al-Qaida (QDi.099),individual,,6/25/03,خليل بن احمد بن محمد جراية,,,"Detained in Italy since 9 Aug. 2008 for his implication in a case related
            to terrorism. Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 15 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1419331",BEN AHMED,33:14.4
,05:18.2,,12/21/07,,un-sc-sanctions.112483,ABDELKADER,,un-sc-sanctions,Al-Qaida (QDi.190),individual,,7/29/05,عبد القادر لاغوب,,,"Italian Fiscal code: LGBBLK66D23Z330U. Father’s name is Mamoune Mohamed.
            Mother’s name is Fatna Ahmed. Review pursuant to Security Council resolution 1822 (2008)
            was concluded on 8 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4485379",LAAGOUB,33:15.4
,05:18.8,,9/3/03,,un-sc-sanctions.111038,ALLAH DAD,Mullah,un-sc-sanctions,Taliban (TAi.021),individual,Minister of Urban Development under the Taliban regime,1/31/01,الله داد متین,,,"One foot lost in landmine explosion. Believed to be in
            Afghanistan/Pakistan border area. Belongs to Nurzai tribe. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427390",MATIN,33:18.3
,05:04.9,MOHAMMED,,,un-sc-sanctions.6908397,SHAFI,Doctor,un-sc-sanctions,Al-Qaida (QDi.338),individual,,9/23/14,SHAFI SULTAN MOHAMMED,,,"Fundraiser for Al-Nusrah Front for the People of the Levant (QDe.137).

 INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5818220",SULTAN,32:59.9
,05:12.2,,12/17/14,,un-sc-sanctions.110434,AHMAD,,un-sc-sanctions,Iran (IRi.013),individual,"Chairman and Managing Director of Bank Sepah, which provides support
            for the AIO and subordinates, including SHIG and SBIG, both of which were designated
            under resolution 1737 (2006).",3/24/07,AHMAD DERAKHSHANDEH,,,[Old Reference # I.47.C.8],DERAKHSHANDEH,33:09.2
,05:12.3,UMAR,6/27/14,,un-sc-sanctions.690738,ABU,,un-sc-sanctions,Libya (LYi.006),individual,"Director, External Security Organisation.",2/26/11,ABU ZAYD UMAR,,,"Listed pursuant to paragraph 15 of resolution 1970 (Travel Ban). Listed
            on 17 March 2011 pursuant to paragraph 17 of resolution 1970 (Asset Freeze). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5938451",ZAYD,33:09.4
,05:12.4,,4/7/08,,un-sc-sanctions.2785476,ABDELMALEK,,un-sc-sanctions,Al-Qaida (QDi.232),individual,,8/27/07,عبد المالك دروكدال,,,"Head of The Organization of Al-Qaida in the Islamic Maghreb (QDe.014).
            Sentenced in absentia to life imprisonment in Algeria on 21 March 2007. Father's name is
            Rabah Droukdel. Mother's name is Z'hour Zdigha. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 4 May 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1489020",DROUKDEL,33:10.9
,05:12.7,MOHAMED,11/26/04,,un-sc-sanctions.111805,ABD EL KADER,,un-sc-sanctions,Al-Qaida (QDi.065),individual,,4/24/02,عبد القادر محمود محمد السيد,,,"Italian Fiscal Code: SSYBLK62T26Z336L. Sentenced to 8 years imprisonment
            in Italy on 2 February 2004. Considered a fugitive from justice by the Italian
            authorities. Review pursuant to Security Council resolution 1822 (2008) was concluded on
            22 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1418867",MAHMOUD,33:11.6
,05:12.9,,12/17/14,,un-sc-sanctions.110432,REZA-GHOLI,,un-sc-sanctions,Iran (IRi.015),individual,"Head of Trade and International Affairs Department of the
            AIO.",12/23/06,REZA-GHOLI ESMAELI,,,[Old Reference # I.37.D.3],ESMAELI,33:10.4
,05:13.2,GHAZI MOHAMMAD,9/3/03,,un-sc-sanctions.111097,AREFULLAH,Maulavi,un-sc-sanctions,Taliban (TAi.030),individual,Deputy Minister of Finance under the Taliban regime,1/31/01,عارف الله عارف غازی محمد,,,"Directs Taliban ""front"" in Gelan District, Ghazni Province, Afghanistan
            as of mid-2013. Believed to be in Afghanistan/Pakistan border area. Belongs to Andar
            tribe. Review pursuant to Security Council resolution 1822 (2008) was concluded on 27
            Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427419",AREF,33:10.6
,05:13.4,,2/11/14,,un-sc-sanctions.2989151,BAKHT,,un-sc-sanctions,Taliban (TAi.161),individual,,6/27/12,بخت گل,,,"Communications assistant to Badruddin Haqqani (deceased). Also coordinates movement of Haqqani insurgents, foreign fighters and weapons in the Afghanistan/Pakistan border area. Belongs to Zadran tribe. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4721045",GUL,33:10.6
,05:13.7,GUNAWAN,12/13/11,,un-sc-sanctions.111952,GUN GUN,,un-sc-sanctions,Al-Qaida (QDi.218),individual,,4/21/06,GUN GUN RUSMAN GUNAWAN,,,"Brother of Nurjaman Riduan Isamuddin (QDi.087). Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 8 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1429177",RUSMAN,33:10.8
,05:14.0,HAPILON,10/4/17,,un-sc-sanctions.112075,ISNILON,,un-sc-sanctions,Al-Qaida (QDi.204),individual,,12/6/05,ISNILON TOTONI HAPILON,,,"Senior leader of Abu Sayyaf Group (ASG) (QDe.001). Leader of local affiliates of the Islamic State in Iraq and the Levant (ISIL), listed as Al-Qaida in Iraq (AQI) (QDe.115), in the southern Philippines as of May 2017. Physical description: eye colour: brown; hair colour: brown; height: 5 feet 6 inches – 168 cm; weight: 120 pounds – 54 kg; build: slim; complexion: light-skinned; has facial birthmarks. Review pursuant to Security Council resolution 1822 (2008) was concluded on 8 Jun. 2010. Wanted by the Philippines authorities for terrorist offences and by authorities of the United States of America for involvement in terrorist acts.  Photos included in  INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5950661",TOTONI,33:11.7
,05:14.5,IBRAHIM,,,un-sc-sanctions.6908130,IBRAHIM,,un-sc-sanctions,Iraq (IQi.084),individual,,7/27/05,إبراهيم سبعاوي إبراهيم حسن التكريتي,,,,SABAWI,33:12.6
,05:14.8,,,,un-sc-sanctions.690734,YUN,,un-sc-sanctions,DPRK (KPi.001),individual,Director of Namchongang Trading Corporation,7/16/09,YUN HO-JIN,,,"Director of Namchongang Trading Corporation; oversees the import of items
            needed for the uranium enrichment program.",HO-JIN,33:17.2
,05:15.3,ISHAKZAI,11/29/11,,un-sc-sanctions.2913442,GUL,,un-sc-sanctions,Taliban (TAi.147),individual,,7/20/10,كُل آغا اسحاقزی,,,"Member of a Taliban Council that coordinates the collection of zakat
            (Islamic tax) from Baluchistan Province, Pakistan. Head of Taliban Financial Commission
            as at mid-2013. Associated with Mullah Mohammed Omar (TAi.004). Served as Omar's
            principal finance officer and one of his closest advisors. Belongs to Ishaqzai
            tribe. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1621285",AGHA,33:13.6
,05:12.2,DE VERA,6/3/09,,un-sc-sanctions.2813149,PIO,,un-sc-sanctions,Al-Qaida (QDi.245),individual,,6/4/08,PIO ABOGNE DE VERA,,,"Member of the Rajah Solaiman Movement (QDe.128), Abu Sayyaf Group
            (QDe.001) and Jemaah Islamiyah (QDe.092). Father's name is Honorio Devera. Mother's name
            is Fausta Abogne. In detention in the Philippines as of May 2011. Review pursuant to
            Security Council resolution 1822 (2008) was concluded on 13 May 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1315931",ABOGNE,33:08.7
,05:13.2,,3/24/09,,un-sc-sanctions.2816345,SALAH EDDINE,,un-sc-sanctions,Al-Qaida (QDi.251),individual,,7/3/08,صالح قاسمي,,,"Belongs to the leadership and is in charge of information committee of the Organization of Al-Qaida in the Islamic Maghreb (QDe.014). Mother’s name is Yamina Soltane. Father’s name is Abdelaziz. Associated with Abdelmalek Droukdel (QDi.232). Arrested in Algeria on 16 Dec. 2012. Incarcerated at the El-Harrach prison in Algiers, as of August 2015. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1529206",GASMI,33:10.6
,05:13.7,,,,un-sc-sanctions.6908042,OMAR,,un-sc-sanctions,Somalia (SOi.010),individual,,7/28/11,OMAR HAMMAMI,,,"Married to a Somali woman. Lived in Egypt in 2005 and moved to Somalia in
            2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5774980",HAMMAMI,33:10.7
,05:14.3,IBRAHIM,,,un-sc-sanctions.6908394,OMAR,,un-sc-sanctions,Iraq (IQi.082),individual,,7/27/05,عمر سبعاوي إبراهيم حسن التكريتي,,,,SABAWI,33:11.8
,05:14.7,,12/17/14,,un-sc-sanctions.110430,MOHAMMAD,,un-sc-sanctions,Iran (IRi.017),individual,Brigadier General,3/24/07,MOHAMMAD HEJAZI,,,[Old Reference # I.47.D.5],HEJAZI,33:11.7
,05:15.0,HAMMID,9/9/05,,un-sc-sanctions.111810,MOHAMMAD,Imam,un-sc-sanctions,Al-Qaida (QDi.144),individual,,11/12/03,محمد طاهر حامد,,,Mother's name: Attia Mohiuddin Taha. A deportation order was issued by the Italian authorities on 18 Oct. 2004. Considered a fugitive from justice by the Italian authorities as of Sep. 2007. Review pursuant to Security Council resolution 1822 (2008) was concluded on 8 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1424109,TAHIR,33:13.8
,05:15.2,IKRAM,9/3/03,,un-sc-sanctions.111173,JAN MOHAMMAD,Maulavi,un-sc-sanctions,Taliban (TAi.119),individual,"Charge d'Affaires, Taliban Embassy, Abu Dhabi, United Arab
                Emirates",1/25/01,جان محمد مدنی اکرام,,,Believed to be in Afghanistan/Pakistan border area. Belongs to Alizai tribe. Review pursuant to Security Council resolution 1822 (2008) was concluded on 29 Jul. 2010. Picture available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5039466,MADANI,33:17.7
,05:16.6,,9/3/03,,un-sc-sanctions.111041,ABDUL RAUF,Mullah,un-sc-sanctions,Taliban (TAi.025),individual,Commander of Central Corps under the Taliban regime,2/23/01,عبدالروف خادم,,,"Member of the Taliban Quetta Shura as at 2009. Taliban member responsible
            for Uruzgan Province, Afghanistan, as at 2011. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 1 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665146",KHADEM,33:15.1
,05:17.8,MATUQ,4/2/12,,un-sc-sanctions.690754,MATUQ,,un-sc-sanctions,Libya (LYi.008),individual,Secretary for Utilities,2/26/11,MATUQ MOHAMMED MATUQ,,,"Listed pursuant to paragraph 15 of resolution 1970 (Travel Ban). Listed
            on 17 March 2011 pursuant to paragraph 17 of resolution 1970 (Asset Freeze). Believed
            status/location: unknown, believed captured. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5525795",MOHAMMED,33:17.4
,05:18.0,,9/3/03,,un-sc-sanctions.111081,MOHAMMAD WALI,Maulavi,un-sc-sanctions,Taliban (TAi.078),individual,"Minister of Ministry of Preventing Vice and Propagating Virtue under
            the Taliban regime",1/31/01,محمد ولی محمد عوض,,,"Reportedly deceased in December 2006 and buried in Panjwai District,
            Kandahar Province, Afghanistan. Belonged to Ghilzai tribe. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427424",MOHAMMAD EWAZ,33:17.0
,05:18.2,MOHAMMED,,,un-sc-sanctions.6908043,ABOUD,,un-sc-sanctions,Somalia (SOi.011),individual,,7/25/12,ABOUD ROGO MOHAMMED,,, INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5775562,ROGO,33:17.7
,05:18.8,HAQQANI,9/3/03,,un-sc-sanctions.111115,MOHAMMAD,Maulavi,un-sc-sanctions,Taliban (TAi.073),individual,"Deputy Minister of Haj and Religious Affairs under the Taliban
            regime",1/25/01,محمد مسلم حقانى محمدی گل,,,"Ethnic Pashtun from Baghlan Province. Believed to be in
            Afghanistan/Pakistan border area. Speaks fluent English, Urdu and Arabic. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 29 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427425",MOSLIM,33:18.0
,05:19.3,,10/13/16,,un-sc-sanctions.6908008,STRATON,,un-sc-sanctions,DRC (CDi.017),individual,Former FDLR Vice President,3/29/07,STRATON MUSONI,,,"Arrested by German authorities on 17 November 2009, found guilty in a German court on 28 September 2015 of leadership of a foreign terrorist group, and received an 8-year sentence. Musoni was released from prison immediately after the trial, having served over 5 years of his sentence. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5272354",MUSONI,33:19.6
,05:19.6,NGAÏKOSSET ,4/26/18,,un-sc-sanctions.6908496,EUGÈNE,,un-sc-sanctions,CAR (CFi.008),individual,"Former Captain, CAR Presidential Guard",12/17/15,EUGÈNE BARRET NGAÏKOSSET,,,Captain Eugène Barret Ngaïkosset is a former member of former President François Bozizé’s (CFi.001) presidential guard and associated with the anti-Balaka movement. He escaped from jail on 17 May 2015 following his extradition from Brazzaville and created his own anti-balaka faction including former FACA fighters.,BARRET ,33:19.2
